CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn_Prob,Prediction,Risk_Tier
15779627,Maclean,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0,0.20,0,Low Risk
15719858,Chao,659,Spain,Female,38,9,0,2,1,1,35701.06,0,0.04,0,Low Risk
15809309,Longo,689,Spain,Female,40,5,154251.67,1,1,1,118319.5,0,0.08,0,Low Risk
15706729,Hsiao,662,France,Male,38,0,105271.56,1,1,1,179833.45,0,0.10,0,Low Risk
15780038,Paterson,756,Spain,Male,38,6,119208.85,1,0,0,169763.89,1,0.12,0,Low Risk
15801336,Ch'ang,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,0.50,0,Medium Risk
15628767,Hotchin,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,0.17,0,Low Risk
15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,0,0.08,0,Low Risk
15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,0.89,1,High Risk
15800295,Cruz,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0,0.11,0,Low Risk
15587311,Dobbs,582,Spain,Male,33,6,0,2,1,1,72970.93,0,0.01,0,Low Risk
15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,0.26,0,Low Risk
15607170,Boyle,699,France,Male,35,5,0,2,1,1,78397.24,0,0.00,0,Low Risk
15780870,McKay,580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0,0.18,0,Low Risk
15742511,Gordon,514,France,Male,35,3,121030.9,1,0,0,10008.68,0,0.13,0,Low Risk
15775703,Lo,702,France,Male,26,2,71281.29,1,1,1,108747.12,1,0.07,0,Low Risk
15710012,Bowen,738,Spain,Male,44,2,0,2,0,0,43018.82,1,0.11,0,Low Risk
15709183,Davidson,707,France,Female,58,3,102346.86,1,1,1,114672.64,0,0.22,0,Low Risk
15653753,Chiemenam,542,Spain,Male,43,6,113567.94,1,0,0,89543.25,0,0.34,0,Low Risk
15782311,Feng,529,France,Male,28,9,0,2,1,1,52545.24,0,0.00,0,Low Risk
15766137,Muir,497,France,Male,34,2,0,2,1,1,83087.13,0,0.00,0,Low Risk
15791700,Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,0.93,1,High Risk
15788539,Foxall,501,France,Female,34,3,107747.57,1,0,0,9249.36,0,0.13,0,Low Risk
15623744,McLean,634,France,Male,34,8,105302.66,1,1,1,123164.97,0,0.02,0,Low Risk
15600086,Combs,717,France,Male,48,7,123764.95,1,1,1,169952.82,0,0.12,0,Low Risk
15611800,Loggia,624,France,Female,62,7,125163.62,2,1,1,151411.5,0,0.19,0,Low Risk
15777599,Esposito,746,Germany,Male,34,6,141806,2,1,1,183494.87,0,0.07,0,Low Risk
15769125,Palerma,727,Spain,Female,41,10,0,2,1,1,47468.56,0,0.16,0,Low Risk
15776807,Brennan,654,France,Male,29,1,0,1,0,0,180345.44,0,0.10,0,Low Risk
15678882,Hay,540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0,0.32,0,Low Risk
15707441,White,690,Spain,Male,26,8,116318.23,1,1,1,83253.05,0,0.03,0,Low Risk
15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1,0.47,0,Medium Risk
15799435,Hayes,619,Spain,Male,34,1,0,1,0,0,139919.38,0,0.18,0,Low Risk
15700854,Cunningham,595,Spain,Male,35,8,0,1,0,0,100015.79,1,0.36,0,Low Risk
15650432,Liu,849,Germany,Male,41,10,84622.13,1,1,1,198072.16,0,0.29,0,Low Risk
15656822,Day,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,0.84,1,High Risk
15672082,Schatz,562,France,Male,62,3,0,2,0,0,105986.01,0,0.72,1,High Risk
15752915,Hsueh,488,France,Female,34,2,0,2,1,1,181270.84,0,0.08,0,Low Risk
15649430,White,723,France,Male,28,4,0,2,1,1,123885.88,0,0.03,0,Low Risk
15717138,Watson,850,Spain,Male,31,6,82613.56,2,0,0,149170.92,0,0.21,0,Low Risk
15619857,Crawford,605,France,Female,64,2,129555.7,1,1,1,13601.79,0,0.21,0,Low Risk
15775546,Laurens,517,Spain,Female,29,5,0,2,0,0,103402.88,0,0.01,0,Low Risk
15667424,Forbes,682,Germany,Female,43,7,111094.05,2,1,1,64679.3,0,0.19,0,Low Risk
15809736,Steigrad,664,France,Male,46,2,0,1,1,1,177423.02,1,0.40,0,Medium Risk
15722813,Byrne,470,Spain,Male,30,4,125385.01,1,0,0,68293.93,0,0.20,0,Low Risk
15700654,Liardet,617,Germany,Male,44,9,49157.09,2,0,0,53294.17,0,0.20,0,Low Risk
15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0,0.03,0,Low Risk
15624170,Tan,639,France,Female,38,4,81550.94,2,1,1,118974.77,0,0.04,0,Low Risk
15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1,0.73,1,High Risk
15767757,Pisano,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,0.09,0,Low Risk
15788683,Kang,588,Germany,Female,34,10,129417.82,1,0,0,153727.32,0,0.31,0,Low Risk
15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,0.39,0,Low Risk
15765375,Butusov,797,France,Female,46,8,0,1,0,0,162668.33,0,0.69,1,Medium Risk
15582129,Hsia,517,France,Male,62,1,43772.66,3,0,0,187756.24,1,0.92,1,High Risk
15722611,Cameron,752,France,Female,53,8,114233.18,1,1,1,51587.04,0,0.47,0,Medium Risk
15578908,Todd,725,Spain,Female,32,0,0,2,1,1,138525.19,0,0.07,0,Low Risk
15801788,McDonald,706,Germany,Female,29,6,185544.36,1,0,0,171037.63,0,0.19,0,Low Risk
15568046,Izuchukwu,809,France,Male,24,7,109558.36,1,0,0,183515.13,0,0.06,0,Low Risk
15680224,Ross,687,France,Female,26,6,0,2,1,1,32909.13,0,0.01,0,Low Risk
15684319,Baranova,780,Germany,Female,37,10,95196.26,1,0,0,126310.39,1,0.26,0,Low Risk
15778005,Kemp,785,France,Female,39,1,130147.98,1,0,0,163798.41,1,0.15,0,Low Risk
15786617,Arcuri,485,Germany,Male,34,3,133658.24,1,0,0,70209.83,0,0.28,0,Low Risk
15743532,Ball,704,Germany,Male,27,5,147004.34,1,0,0,64381.33,1,0.19,0,Low Risk
15674343,Esposito,597,France,Male,44,8,78128.13,2,1,1,109153.04,0,0.15,0,Low Risk
15744041,Yobanna,780,France,Female,26,3,140356.7,1,0,0,117144.15,0,0.04,0,Low Risk
15645103,Su,812,Germany,Male,25,5,54817.55,1,0,0,131660.31,0,0.17,0,Low Risk
15771873,Buccho,776,Germany,Female,37,2,103769.22,2,0,0,194099.12,0,0.21,0,Low Risk
15691624,Chidiebere,820,France,Male,33,2,132150.26,2,0,0,23067.97,0,0.04,0,Low Risk
15608344,Dawson,749,Germany,Female,29,7,137059.05,3,0,0,102975.72,1,0.73,1,High Risk
15703413,Montes,519,France,Female,38,7,125328.56,1,0,0,188225.67,0,0.14,0,Low Risk
15669342,Ferri,731,Germany,Male,35,2,127862.93,2,0,0,139083.7,0,0.06,0,Low Risk
15756901,Ch'ang,641,France,Female,26,4,91547.84,2,1,1,28157.34,0,0.05,0,Low Risk
15725762,Kemp,808,France,Male,24,4,122168.65,1,0,0,174107.04,0,0.06,0,Low Risk
15628279,Murphy,624,France,Female,38,3,0,2,1,1,163666.85,0,0.03,0,Low Risk
15778526,Bradshaw,719,Spain,Female,48,5,0,2,0,0,78563.66,0,0.22,0,Low Risk
15778861,Wallace,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0,0.12,0,Low Risk
15643392,Woods,742,France,Male,31,4,105239.1,1,1,1,19700.24,0,0.03,0,Low Risk
15783276,Forbes,725,France,Female,25,9,0,2,1,1,168607.74,0,0.03,0,Low Risk
15788448,Watson,490,Spain,Male,31,3,145260.23,1,1,1,114066.77,0,0.07,0,Low Risk
15630349,Hollis,543,Spain,Male,23,5,0,2,0,0,117832.39,0,0.01,0,Low Risk
15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0.65,1,Medium Risk
15704583,Chikwado,651,France,Male,56,2,0,1,0,0,114522.68,1,0.90,1,High Risk
15603328,Lucchesi,483,France,Male,27,1,77805.66,1,1,1,2101.89,0,0.07,0,Low Risk
15812518,Palermo,657,Spain,Female,37,0,163607.18,1,1,1,44203.55,0,0.20,0,Low Risk
15688876,Wan,685,Spain,Male,39,9,0,2,1,1,18826.06,0,0.06,0,Low Risk
15697844,Whitehouse,721,Spain,Female,32,10,0,1,0,0,136119.96,1,0.18,0,Low Risk
15723400,Hutchinson,663,France,Male,28,4,0,2,1,1,123969.64,0,0.01,0,Low Risk
15680449,Hsing,431,Germany,Female,44,2,138843.7,1,0,0,37688.31,1,0.57,1,Medium Risk
15801994,Buccho,775,France,Male,31,9,0,2,0,0,169278.51,0,0.01,0,Low Risk
15622750,Chu,742,Germany,Female,21,1,114292.48,1,0,0,31520.4,0,0.51,1,Medium Risk
15792176,Henty,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0,0.21,0,Low Risk
15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1,0.68,1,Medium Risk
15740147,Cremonesi,725,France,Female,44,10,0,1,1,1,93777.61,0,0.47,0,Medium Risk
15658258,Trejo,693,France,Male,43,6,128760.32,1,0,0,36342.79,0,0.36,0,Low Risk
15627360,Fuller,432,France,Male,42,9,152603.45,1,0,0,110265.24,1,0.38,0,Low Risk
15797329,Muir,626,France,Male,43,4,137638.69,1,0,0,130442.08,1,0.30,0,Low Risk
15777893,Davide,777,France,Male,43,1,0,2,0,0,21785.91,0,0.17,0,Low Risk
15713644,Marshall,686,Spain,Male,22,5,0,2,0,0,158974.45,0,0.01,0,Low Risk
15738751,Beit,493,France,Female,46,4,0,2,0,0,1907.66,0,0.21,0,Low Risk
15592583,Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67,1,0.88,1,High Risk
15583499,Chiagoziem,510,France,Male,32,9,103324.78,1,1,1,46127.7,0,0.01,0,Low Risk
15797900,Chinomso,517,France,Male,56,9,142147.32,1,0,0,39488.04,1,0.78,1,High Risk
15675854,Douglas,573,Spain,Male,50,0,159304.07,1,1,1,155915.24,1,0.31,0,Low Risk
15757408,Lo,655,Spain,Male,38,3,250898.09,3,1,1,81054,1,0.80,1,High Risk
15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0.11,0,Low Risk
15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0,0.89,1,High Risk
15806284,Briggs,739,Spain,Male,31,1,0,2,1,1,58469.75,0,0.02,0,Low Risk
15580249,Lori,502,France,Male,45,0,0,1,0,0,84663.21,0,0.49,0,Medium Risk
15793693,Mahomed,694,France,Male,60,9,0,1,1,1,57088.97,0,0.23,0,Low Risk
15667417,Tao,572,France,Male,33,9,68193.72,1,0,0,19998.31,0,0.23,0,Low Risk
15779414,Rossi,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0,0.10,0,Low Risk
15633474,Whitehead,586,France,Male,51,2,138553.57,1,1,1,92406.22,0,0.22,0,Low Risk
15641732,Mills,543,France,Female,36,3,0,2,0,0,26019.59,0,0.11,0,Low Risk
15700424,Hsiao,461,France,Female,35,5,0,1,1,1,54209.02,0,0.08,0,Low Risk
15656322,Sandover,571,Germany,Male,33,3,71843.15,1,0,0,26772.04,0,0.13,0,Low Risk
15665579,Cartwright,597,France,Female,28,0,142705.95,1,0,0,127233.39,0,0.08,0,Low Risk
15658158,Sullivan,672,Germany,Female,23,10,110741.56,1,0,0,80778.5,0,0.42,0,Medium Risk
15780561,Hay,622,France,Female,39,9,83456.79,2,0,0,38882.34,0,0.15,0,Low Risk
15651740,Napolitani,525,Spain,Female,30,5,0,2,1,1,149195.44,0,0.04,0,Low Risk
15808689,Morres,850,France,Female,31,4,0,2,1,1,33082.81,0,0.01,0,Low Risk
15672432,Giles,594,France,Female,53,4,0,1,0,0,5408.74,1,0.80,1,High Risk
15594409,Belov,710,France,Male,45,1,0,2,1,1,36154.66,0,0.07,0,Low Risk
15759244,Boone,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0,0.19,0,Low Risk
15665861,Avdeev,733,Spain,Male,44,3,106070.89,1,1,1,101617.43,0,0.15,0,Low Risk
15713483,Greeves,793,Spain,Male,52,2,0,1,0,0,159123.82,1,0.86,1,High Risk
15785705,Thomson,705,Germany,Female,44,10,106731.58,1,0,0,137419.87,1,0.66,1,Medium Risk
15608166,Fallaci,761,France,Male,36,9,127637.92,1,1,1,81062.93,0,0.03,0,Low Risk
15619892,Page,644,Spain,Male,18,8,0,2,0,0,59172.42,0,0.01,0,Low Risk
15792934,Carruthers,661,France,Male,26,8,0,2,0,0,196875.87,0,0.03,0,Low Risk
15775627,Gordon,509,France,Male,35,8,0,2,1,1,67431.28,0,0.02,0,Low Risk
15565796,Docherty,745,Germany,Male,48,10,96048.55,1,0,0,74510.65,0,0.59,1,Medium Risk
15739123,Mellor,737,Germany,Male,50,4,127552.85,2,0,0,4225.11,0,0.56,1,Medium Risk
15589420,Osinachi,795,France,Female,40,2,101891.1,1,1,1,183044.86,0,0.08,0,Low Risk
15599004,Tsao,655,Spain,Male,37,1,0,1,1,1,106040.97,0,0.26,0,Low Risk
15632324,Pisani,602,France,Male,59,7,0,2,1,1,162347.05,0,0.10,0,Low Risk
15640917,Tang,633,France,Male,43,5,0,2,1,1,48249.88,0,0.04,0,Low Risk
15775203,Chia,824,France,Male,45,3,129209.48,1,0,0,60151.77,0,0.35,0,Low Risk
15733973,Bibi,850,France,Female,42,8,0,1,0,0,19632.64,1,0.50,1,Medium Risk
15600882,Scott,635,Spain,Female,35,7,0,2,1,1,65951.65,0,0.05,0,Low Risk
15733111,Yeh,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0,0.02,0,Low Risk
15715622,To Rot,583,France,Female,57,3,238387.56,1,1,1,147964.99,1,0.65,1,Medium Risk
15668504,Lucchesi,770,France,Male,36,2,89800.14,1,1,1,105922.69,0,0.03,0,Low Risk
15633233,McFarland,500,France,Male,56,1,100374.58,1,0,0,118490.8,1,0.88,1,High Risk
15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,0.22,0,Low Risk
15796957,Iadanza,597,Spain,Male,35,9,0,3,1,1,73181.39,1,0.37,0,Low Risk
15807120,Oluchukwu,841,Germany,Female,52,3,112383.03,1,0,0,85516.37,1,0.72,1,High Risk
15656005,Millar,592,Germany,Male,31,7,124593.23,1,0,0,86079.67,0,0.18,0,Low Risk
15721433,Hixson,664,France,Female,38,4,74306.19,2,0,0,154395.56,0,0.10,0,Low Risk
15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.10,0,Low Risk
15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0.09,0,Low Risk
15599131,Dilke,650,Germany,Male,26,4,214346.96,2,0,0,128815.33,0,0.03,0,Low Risk
15668057,K?,669,France,Female,31,6,113000.66,1,0,0,40467.82,0,0.06,0,Low Risk
15589358,Stanley,848,Germany,Male,31,4,90018.45,2,0,0,193132.98,0,0.12,0,Low Risk
15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,0.04,0,Low Risk
15708063,Walker,712,France,Male,36,2,100749.5,3,0,0,70758.37,1,0.85,1,High Risk
15697497,She,518,France,Female,45,9,105525.65,2,1,1,73418.29,0,0.14,0,Low Risk
15723671,Lucciano,661,France,Male,35,9,100107.99,1,0,0,83949.68,0,0.05,0,Low Risk
15770420,Dillon,749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,0.15,0,Low Risk
15624781,Mbanefo,672,France,Female,34,1,142151.75,2,1,1,168753.34,0,0.05,0,Low Risk
15627665,Sung,614,France,Male,46,4,0,1,0,0,74379.57,1,0.41,0,Medium Risk
15647385,Ch'iu,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1,0.77,1,High Risk
15637118,Burns,684,France,Male,33,4,140700.61,1,0,0,103557.93,0,0.04,0,Low Risk
15779985,Lo,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0,0.13,0,Low Risk
15694859,McLean,751,Germany,Female,28,10,132932.14,2,1,1,46630.47,0,0.10,0,Low Risk
15687310,Humphries,783,Spain,Male,39,9,0,2,0,0,143752.77,0,0.03,0,Low Risk
15587735,Chukwuebuka,850,France,Male,39,6,96863.13,1,1,1,121681.19,0,0.04,0,Low Risk
15664802,Chinweuba,543,France,Female,42,5,0,2,0,0,101905.34,0,0.07,0,Low Risk
15628950,Coates,501,Germany,Male,25,6,104013.79,1,0,0,114774.35,0,0.27,0,Low Risk
15582951,Crawford,696,France,Female,25,8,126442.59,1,0,0,121904.44,0,0.07,0,Low Risk
15626983,Ledford,605,Spain,Female,48,6,0,2,1,1,40062.99,0,0.08,0,Low Risk
15706223,Barnes,715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0,0.09,0,Low Risk
15794297,McKay,776,France,Male,36,1,0,2,0,0,53477.76,0,0.02,0,Low Risk
15746902,Belstead,793,Spain,Male,38,9,0,2,0,0,88225.02,0,0.03,0,Low Risk
15597930,Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,1,0.77,1,High Risk
15602735,Kuo,692,Germany,Male,45,6,152296.83,4,1,1,108040.86,1,0.85,1,High Risk
15797822,Kingsley,678,France,Male,28,2,109137.12,1,1,1,58814.41,0,0.04,0,Low Risk
15797692,Volkova,659,France,Female,33,7,89939.62,1,0,0,136540.09,0,0.08,0,Low Risk
15589493,Otitodilinna,716,Germany,Male,27,1,122552.34,2,0,0,67611.36,0,0.06,0,Low Risk
15589296,Brown,724,France,Female,40,6,110054.45,1,1,1,86950.72,0,0.06,0,Low Risk
15636634,Lindon,630,Germany,Female,25,7,79656.81,1,0,0,93524.22,0,0.14,0,Low Risk
15768449,Ricci,634,France,Female,37,7,51582.5,2,1,1,184312.88,0,0.06,0,Low Risk
15815097,Root,603,France,Female,34,9,0,2,0,0,167916.35,0,0.04,0,Low Risk
15718106,Kelley,625,France,Male,34,6,0,2,0,0,197283.2,0,0.07,0,Low Risk
15659031,Mordvinova,630,France,Female,36,8,126598.99,2,1,1,134407.93,0,0.07,0,Low Risk
15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,0,0,109078.35,1,0.77,1,High Risk
15705739,Toscani,753,Germany,Male,32,5,159904.79,1,0,0,148811.14,0,0.11,0,Low Risk
15585256,Iloerika,805,Spain,Male,26,2,0,2,1,1,25042.1,0,0.01,0,Low Risk
15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,0.11,0,Low Risk
15592230,Seleznyov,620,France,Male,41,3,0,2,1,1,137309.06,0,0.00,0,Low Risk
15749951,Sacco,766,Germany,Male,27,5,126285.73,1,0,0,177614.17,1,0.23,0,Low Risk
15794276,Steele,588,France,Female,64,3,0,1,1,1,189703.65,0,0.34,0,Low Risk
15681758,Baddeley,525,Spain,Female,25,10,0,2,0,0,69361.95,0,0.04,0,Low Risk
15650288,Summers,634,Germany,Male,35,6,116269.01,1,0,0,129964.94,0,0.52,1,Medium Risk
15717995,Keen,849,France,Male,27,0,0,2,1,1,157891.86,0,0.02,0,Low Risk
15585255,Moore,577,France,Male,42,9,0,1,0,0,74077.91,0,0.22,0,Low Risk
15684440,Monaldo,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0,0.09,0,Low Risk
15784320,Lenhardt,632,France,Female,44,3,133793.89,1,1,1,34607.14,1,0.29,0,Low Risk
15759684,Ting,528,France,Female,27,7,176227.07,2,1,1,139481.53,0,0.14,0,Low Risk
15796313,Olsen,662,France,Female,36,4,166909.2,2,0,0,138871.12,1,0.11,0,Low Risk
15724099,Udinese,674,France,Male,26,6,166257.96,1,1,1,149369.41,0,0.05,0,Low Risk
15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0,0.22,0,Low Risk
15654296,Estrada,754,Spain,Female,19,9,0,1,0,0,189641.11,0,0.20,0,Low Risk
15604348,Allard,710,Spain,Male,22,8,0,2,0,0,99645.04,0,0.01,0,Low Risk
15568025,Hsueh,758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0.19,0,Low Risk
15674433,Allan,636,Germany,Female,28,2,115265.14,1,0,0,191627.85,0,0.34,0,Low Risk
15640161,Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0.25,0,Low Risk
15803078,Bruno,635,Spain,Female,38,1,0,2,0,0,90605.05,0,0.06,0,Low Risk
15708505,Palerma,641,Germany,Female,37,7,62974.64,2,1,1,39016.43,0,0.13,0,Low Risk
15757911,Trevisani,643,Spain,Female,32,2,0,1,0,0,131301.74,0,0.24,0,Low Risk
15703106,K'ung,575,France,Male,40,5,0,2,1,1,122488.59,0,0.00,0,Low Risk
15658409,Mao,686,France,Male,41,5,128876.71,3,1,1,106939.34,1,0.88,1,High Risk
15750335,Paterson,850,Germany,Male,43,0,108508.82,3,0,0,184044.8,1,0.73,1,High Risk
15714567,Chan,568,Spain,Female,26,6,0,2,0,0,166495.2,0,0.02,0,Low Risk
15744691,Tsai,755,France,Female,29,3,0,3,0,0,4733.94,0,0.61,1,Medium Risk
15599433,Fanucci,660,Germany,Male,35,8,58641.43,1,1,1,198674.08,0,0.29,0,Low Risk
15750776,Genovese,850,France,Female,36,0,164850.54,1,1,1,62722.44,0,0.17,0,Low Risk
15577107,Milne,657,Spain,Female,22,6,0,3,1,1,168412.07,1,0.57,1,Medium Risk
15693764,Mai,663,Spain,Male,52,0,136298.65,1,0,0,144593.3,1,0.81,1,High Risk
15595047,Murray,764,France,Male,41,7,0,2,0,0,134878.34,0,0.04,0,Low Risk
15663168,MacDonald,665,France,Male,35,8,110934.54,1,0,0,169287.99,0,0.01,0,Low Risk
15768163,Griffin,655,Germany,Female,46,7,137145.12,1,0,0,115146.4,1,0.79,1,High Risk
15745527,Burke,655,France,Male,37,5,93147,2,0,0,66214.13,0,0.06,0,Low Risk
15806808,Hope,834,Germany,Female,57,8,112281.6,3,0,0,140225.14,1,0.95,1,High Risk
15661507,Muldrow,587,Spain,Male,45,6,0,1,0,0,158684.81,0,0.42,0,Medium Risk
15681274,Marshall,726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0,0.20,0,Low Risk
15593715,Castiglione,634,Germany,Male,27,3,107027.52,1,0,0,173425.68,0,0.34,0,Low Risk
15761487,Yefimova,678,France,Female,55,5,0,1,1,1,196794.11,1,0.48,0,Medium Risk
15733883,Ward,604,France,Male,28,7,0,2,0,0,58595.64,0,0.01,0,Low Risk
15617507,Wilson,530,Spain,Female,36,7,0,2,0,0,80619.09,0,0.03,0,Low Risk
15681990,Palmerston,497,Germany,Male,24,6,111769.14,2,0,0,55859.27,0,0.22,0,Low Risk
15633419,Brooks,622,Germany,Female,28,1,143124.63,2,0,0,81723.8,0,0.04,0,Low Risk
15602554,Vorobyova,664,France,Female,31,9,114519.57,2,1,1,79222.02,0,0.05,0,Low Risk
15729224,Jennings,710,France,Female,37,5,0,2,0,0,115403.31,0,0.05,0,Low Risk
15636700,Marsh,701,France,Male,39,9,140236.98,1,1,1,146651.99,0,0.08,0,Low Risk
15587584,Nebeuwa,503,Spain,Male,31,4,0,2,1,1,21645.06,0,0.02,0,Low Risk
15722350,Udinesi,627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0,0.24,0,Low Risk
15758901,Henderson,713,Spain,Female,47,1,0,1,0,0,107825.08,1,0.80,1,High Risk
15720671,Ibezimako,704,France,Male,42,8,129735.3,2,1,1,179565.57,0,0.06,0,Low Risk
15749671,K?,794,France,Male,35,6,0,2,1,1,68730.91,0,0.01,0,Low Risk
15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,0.25,0,Low Risk
15743673,Wood,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,0.05,0,Low Risk
15643752,Wei,540,France,Male,25,5,116160.23,1,0,0,13411.67,0,0.14,0,Low Risk
15604536,Vachon,850,Germany,Female,31,4,164672.66,1,1,1,61936.1,0,0.18,0,Low Risk
15570970,Han,647,France,Female,42,9,0,2,1,1,51362.82,0,0.08,0,Low Risk
15647725,Napolitano,675,France,Female,61,5,62055.17,3,0,0,166305.16,1,0.95,1,High Risk
15708162,Thomson,565,Germany,Female,40,1,89994.71,2,1,1,121084.27,0,0.21,0,Low Risk
15632665,Yevseyev,832,France,Male,61,2,0,1,1,1,127804.66,1,0.28,0,Low Risk
15809616,Hsiung,626,Spain,Male,26,8,0,2,0,0,191420.71,0,0.01,0,Low Risk
15568238,Diaz,650,Spain,Male,20,8,0,2,1,1,113469.65,0,0.01,0,Low Risk
15623369,Clifton,708,France,Male,52,10,105355.81,1,0,0,123.07,1,0.35,0,Low Risk
15654067,Koch,584,Spain,Female,29,4,0,2,0,0,88866.92,0,0.01,0,Low Risk
15573309,Ward,626,Spain,Female,48,2,0,2,1,1,95794.98,0,0.06,0,Low Risk
15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,0.90,1,High Risk
15616172,Ubanwa,838,France,Male,31,2,0,2,0,0,8222.96,0,0.06,0,Low Risk
15700627,Y?,637,Germany,Female,46,2,143500.82,1,0,0,166996.46,1,0.72,1,High Risk
15804002,Kovalev,691,France,Female,33,1,128306.83,1,1,1,113580.79,0,0.05,0,Low Risk
15644788,Fyodorov,731,France,Female,30,5,0,2,0,0,189528.72,0,0.02,0,Low Risk
15673481,Morton,726,Spain,Female,48,6,99906.19,1,0,0,64323.24,0,0.67,1,Medium Risk
15740630,Pisano,487,Spain,Female,31,1,0,2,0,0,158750.13,0,0.04,0,Low Risk
15803202,Onyekachi,350,France,Male,51,10,0,1,1,1,125823.79,1,0.48,0,Medium Risk
15654851,Obialo,748,France,Male,44,2,92911.52,1,1,1,85495.24,0,0.18,0,Low Risk
15808662,Krylov,624,France,Male,44,3,0,2,0,0,88407.51,0,0.03,0,Low Risk
15813144,Osborne,554,France,Female,26,7,92606.86,2,0,0,192709.69,0,0.07,0,Low Risk
15771086,Graham,512,France,Female,36,3,84327.77,2,0,0,17675.36,0,0.14,0,Low Risk
15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0,0.58,1,Medium Risk
15569098,Winifred,627,France,Male,44,6,153548.12,1,0,0,35300.08,1,0.30,0,Low Risk
15640521,Chidumaga,552,Germany,Male,33,3,144962.74,1,0,0,58844.84,1,0.17,0,Low Risk
15679148,Oliver,508,France,Male,44,3,115451.05,2,0,0,67234.33,0,0.19,0,Low Risk
15727059,Lettiere,476,France,Female,40,4,0,2,0,0,182547.04,0,0.20,0,Low Risk
15687270,Iroawuchi,491,Spain,Female,61,8,0,2,1,1,139861.53,0,0.16,0,Low Risk
15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,0.07,0,Low Risk
15651272,Reyes,709,France,Male,38,5,0,2,1,1,81452.29,0,0.02,0,Low Risk
15622454,Zaitsev,695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0,0.03,0,Low Risk
15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,0.06,0,Low Risk
15594041,Fanucci,592,Spain,Female,41,2,138734.94,1,0,0,90020.74,0,0.19,0,Low Risk
15715939,Wright,730,France,Male,33,0,0,2,0,0,1474.79,0,0.06,0,Low Risk
15670889,Nwachukwu,528,France,Male,34,1,125566.9,1,1,1,176763.27,0,0.09,0,Low Risk
15593694,Williams,814,France,Male,49,8,0,2,0,0,157822.54,0,0.19,0,Low Risk
